Laptop_Titulo,Laptop_Precio,Laptop_Url,CPU_Modelo,RAM_Capacidad,DiscoDuro_Capacidad,SistemaOperativo,Laptop_Marca,Laptop_TPantalla,Laptop_RPantalla,Laptop_Dimensiones,Laptop_Peso,Laptop_Material,Laptop_Color,Laptop_Bateria
Laptops gamer Asus TUF FX506LH-HN100T 15.6 FHD Intel Core I7 10th Gen 16GB 512GB SSD,"S/ 4699.00
          ",https://www.linio.com.pe/p/laptops-gamer-asus-tuf-fx506lh-hn100t-156-fhd-intel-core-i7-10th-gen-16gb-512gb-ssd-rzw9jx,"Procesador:Intel Core i7-10870H Processor 2.2 GHz (16M Cache, up to 5.0 GHz, 8 cores) -","Memoria RAM:16GB,Memoria ampliable:32GB,Memoria Optane:no,Informacin adicional:Capacidad de Memoria Optane: No. USB 3.2: 3. Conexiones: 1x USB 2.0 Type-A. 1x USB 3.2 Gen 2 Type-C support DisplayPort / G-SYNC. 2x USB 3.2 Gen 1 Type-A//1x 3.5mm Combo Audio Jack. Tarjeta Grfica Integrada: Mobile Intel HM470 Express Chipsets. Tarjeta Grfica Dedicada: NVIDIA GeForce GTX 1650. Permite reemplazo: M.2 256GB PCIe SSD. M.2 512GB PCIe SSD. M.2 1TB PCIe SSD. Unidad de Estado Slido (SSD): 512GB M.2 NVMe PCIe 3.0 SSD.",,Sistema operativo:Window 10,"Marca de procesador:INTEL,Marca tarjeta grfica:NVIDIA","Tamao de pantalla:15.6""",Resolucin de pantalla:FHD (1920 x 1080) 16:9,,Peso (kg):2.30 Kg,,Color:Fortress Gray,
"Laptop Aspire 3 A315-56-31P1 15,6"" Core I3(Th) 8GB 256GB  ACER","S/ 1759.00
          ",https://www.linio.com.pe/p/laptop-aspire-3-a315-56-31p1-15-6-core-i3-th-8gb-256gb-acer-jtrm4s,"Procesador:Intel Core i3 1005G1,Velocidad del Procesador: 1.20 GHz,Velocidad Mxima del Procesador: 3.20 GHz",Memoria RAM: 8GB,,,Marca: Acer,,Resolucin de Pantalla:HD (1280X720),,,,,
"Laptop Asus L510ma-Wb04 Intel Celeron N4020 RAM 4GB 128GB SSD DVD  15.6"" HD","S/ 1219.00
          ",https://www.linio.com.pe/p/laptop-asus-l510ma-wb04-intel-celeron-n4020-ram-4gb-128gb-ssd-dvd-156-hd-opeli8,Procesador:Intel Celeron N4020 1.10Ghz Turbo Boost 2.80Ghz,Memoria Ram: 4 GB DDR4,"Almacenamiento: 128GB EMMC,Tipo de Almacenamiento: SSD",,,,Resolucin: FHD (1920x1080),,,,Color: NEGRO,
Laptop Yepo - 8GB RAM - Pantalla 15 pulgadas + Mouse de Obsequio,"S/ 1099.00
          ",https://www.linio.com.pe/p/laptop-yepo-8gb-ram-pantalla-15-pulgadas-mouse-de-obsequio-jp3358,,,,,,,,,,,,"Batera: 7,4 V 4000 mAh"
"Laptop HP 15.6"" Intel Core i3 10Gen 256GB SSD 4GB RAM 15-DW1085LA","S/ 2219.00
          ",https://www.linio.com.pe/p/laptop-hp-156-intel-core-i3-10-gen-256gb-ssd-4gb-ram-15-dw1085la-ynirl5,,,,,,,,,,,,
"LAPTOP HP 250 G7 15.6"" intel core  i7 10ma gen. 8GB 1TB NVIDIA GeForce MX130 2GB","S/ 3349.00
          ",https://www.linio.com.pe/p/laptop-hp-250-g7-156-intel-core-i7-10ma-gen-8gb-1tb-nvidia-geforce-mx130-2gb-vevgfx,Procesador intel core i7 1065G7 10ma gen,Memoria RAM 8GB,,,,,,,,,,
Notebook HP 15-dw1085la 156 WLED HD SVA Core i3-1011U,"S/ 1809.00
          ",https://www.linio.com.pe/p/notebook-hp-15-dw1085la-156-wled-hd-sva-core-i3-1011u-vbclb2,ProcesadorIntel Core   i3-10110U,"Memoria ram:4GB DDR4 - 2666,Memoria cach 4MB L3,Memoria expandible si, hasta 16GB,Memoria interna 256GB SSD PCIe",,Sistema operativoWindows 10,Marca: HP,,Resolucin de pantalla 1366 x 768,"Medidas del producto 35,85 cm (ancho) x 24,2 cm (prof.) X 1,99 cm (alt.)","Peso del producto 1,74 kg",,Color gris pizarra,"Batera Hasta 10 horas, segn condiciones de uso."
"Laptop HP 15.6"" Ryzen 5 Serie 4000 256GB SSD 8GB 15-EF1012LA","S/ 2489.00
          ",https://www.linio.com.pe/p/laptop-hp-156-ryzen-5-serie-4000-256gb-ssd-8gb-15-ef1012la-v9ovkg,"Procesador,Procesador AMD Ryzen 5",Memoria,Almacenamiento de datos,Sistema operativo,,,,,,,,
Laptop Laptop Hp Pavilion Gaming 15-EC1038LA  AMD Ryzen 7 4800H RAM 8GB 512 GB SSD Video GTX 1650 TI 15.6 FHD,"S/ 3999.00
          ",https://www.linio.com.pe/p/laptop-laptop-hp-pavilion-gaming-15-ec1038la-amd-ryzen-7-4800h-ram-8gb-512-gb-ssd-video-gtx-1650-ti-156-fhd-tqxfbh,"Procesador: AMD Ryzen7 4800H 2.9 GHz Turbo Boost 4.2 GHz, Cach 8MB",Memoria: 8GB DDR4 - 3200MHZ (Expandible a 32GB),,Sistema operativo: WINDOWS 10 64 bits,,,,,,,Color: Logotipo cromado verde y negro sombra,
LAPTOP HP INTEL CELERON N4020 4GB 1TB PANTALLA 14 HD MS REGALO MOUSE,"S/ 1349.00
          ",https://www.linio.com.pe/p/laptop-hp-intel-celeron-n4020-4gb-1tb-pantalla-14-hd-ma-s-regalo-mouse-lh5dgh,"Procesador : Intel Celeron N4020, 2ncleos, 1,10GHz",Memoria RAM : 4GB DDR4,Almacenamiento : 1TB (HDD),,Marca : HP,,,,,,,
Laptop HP 14-CF2519LA 14 Core i3 8GB RAM 256GB SSD FreeDos,"S/ 1819.00
          ",https://www.linio.com.pe/p/laptop-hp-14-cf2519la-14-core-i3-8gb-ram-256gb-ssd-freedos-jt9afy,,,,,,,,,,,,
Laptop Lenovo 14W - Black - Amd A6 4Gb 64 GB,"S/ 1049.00
          ",https://www.linio.com.pe/p/laptop-lenovo-14w-black-amd-a6-4gb-64-gb-ynwtsx,Procesador,Memoria,Almacenamiento,,,,,,,,,
Cargador Lenovo Ideapad 330s 20v 2.25v 45w,"S/ 109.00
          ",https://www.linio.com.pe/p/cargador-lenovo-ideapad-330s-20v-225v-45w-tqc0iv,,,,,,,,,,,,
Laptop Lenovo S145-14Iil 14 Intel Core I5 8Gb 1TB - Platinum Grey,"S/ 2499.00
          ",https://www.linio.com.pe/p/laptop-lenovo-s145-14iil-14-intel-core-i5-8gb-1tb-platinum-grey-wyuz2z,Procesador: Intel Core i5 1035G4,Memoria RAM: 8 GB,,Sistema operativo: Windows 10,Marca: Lenovo,,Resolucin de la pantalla: HD,,,,Color: Platinum Grey,
Laptop Lenovo Ideapad 3 15.6' Hd Amd Ryzen 3 8Gb Ram 256Gb Ssd,"S/ 1799.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-3-156-hd-amd-ryzen-3-8gb-ram-256gb-ssd-vc1l01,Procesador: AMD RYZEN R3,Memoria RAM: 8GB,,Sistema operativo: Windows 10 Home,,,Resolucin de la pantalla: HD (1366x768),,Peso: 1.85 kg,,,
LAPTOP LENOVO CORE I3 7020U 2.30GHZ 4GB 1TB 14 HD V14 IKB,"S/ 1499.00
          ",https://www.linio.com.pe/p/laptop-lenovo-core-i3-7020u-230ghz-4gb-1tb-14-hd-v14-ikb-s10htx,Procesador : INTEL CORE i3 7020U 2.30 GHZ,Memoria RAM : 4GB DDR4,Almacenamiento : 1TB SATA,,Marca : LENOVO,,,,,,,
Laptop Lenovo Ideapad D330 Intel Celeron 4GB 64GB Teclado en Ingles,"S/ 699.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-d330-intel-celeron-4gb-64gb-teclado-en-ingles-qccupg,Procesador:Intel Celeron N4020,"Memoria RAM:4GB,Memoria expandible:Hasta 128GB (Va Micro SD)",,Sistema operativo:Windows 10 Home modo S (Ingles),,"Tamao de pantalla:10.1""",Resolucin de pantalla:HD 1280x800,,Peso (kg):600 gr (Tablet),,Color:Mineral Grey,
"Lenovo Ideapad 3 15.6' FHD AMD Ryzen 5 5500U Radeon 7 Graphics 8GB 256GB SSD Lector de huella , Artic Grey-Gris","S/ 2299.00
          ",https://www.linio.com.pe/p/lenovo-ideapad-3-156-fhd-amd-ryzen-5-5500u-radeon-7-graphics-8gb-256gb-ssd-lector-de-huella-artic-grey-gris-n18ju4,Procesador: AMD RYZEN R5,Memoria RAM: 8GB,,Sistema operativo: Windows 10 Home,Marca: Lenovo,,Resolucin de la pantalla: Full HD (1920x1080),,Peso: 1.65,,,
Lenovo IdeaPad Gaming Ryzen 7 16GB 512GB SSD NVIDIA GeForce RTX 3050 Ti 4GB,"S/ 4699.00
          ",https://www.linio.com.pe/p/lenovo-ideapad-gaming-ryzen-7-16gb-512gb-ssd-nvidia-geforce-rtx-3050-ti-4gb-n2dwb3,Procesador,Memoria,Almacenamiento,,,,,,,,,
Laptop Lenovo Ideapad D330 Intel Celeron 4GB 64GB Teclado en Ingles,"S/ 699.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-d330-intel-celeron-4gb-64gb-teclado-en-ingles-osdqqh,Procesador:Intel Celeron N4020,"Memoria RAM:4GB,Memoria expandible:Hasta 128GB (Va Micro SD)",,Sistema operativo:Windows 10 Home modo S (Ingles),,"Tamao de pantalla:10.1""",Resolucin de pantalla:HD 1280x800,,Peso (kg):600 gr (Tablet),,Color:Mineral Grey,
"Laptop Lenovo IdeaPad D330 Convertible 2 en 1, Intel Celeron RAM 8 GB, Disco Slido 128GB","S/ 899.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-d330-convertible-2-en-1-intel-celeron-ram-8-gb-disco-so-lido-128gb-mzzxcl,,,,,,,,,,,,
Lenovo Ideapad 5 - Ryzen 5 - 8GB - 256 GB SSD -Graphite Grey,"S/ 2249.00
          ",https://www.linio.com.pe/p/lenovo-ideapad-5-ryzen-5-8gb-256-gb-ssd-graphite-grey-jtq1vf,Procesador,Memoria,Almacenamiento,,,,,,,,,
Lenovo Ideapad 3i 15.6 FHD Intel Core i3 11va 4GB 128GB SSD Abyss Blue,"S/ 1699.00
          ",https://www.linio.com.pe/p/lenovo-ideapad-3i-156-fhd-intel-core-i3-11va-4gb-128gb-ssd-abyss-blue-jrz3oc,ProcesadorIntel Core i3,Memoria RAM4GB,,Sistema operativoWindows 10 Home,MarcaLenovo,,Resolucin de la pantallaFull HD (1920x1080),,Peso1.7,,,
Lenovo Legin 5 15Imh05 Intel Core i5 10300H RAM 8GB Disco 1TB HDD + 128GB SSD Video 4GB 15.6 FHD,"S/ 3799.00
          ",https://www.linio.com.pe/p/lenovo-legio-n-5-15imh05-intel-core-i5-10300h-ram-8gb-disco-1tb-hdd-128gb-ssd-video-4gb-156-fhd-jrbz1g,"Procesador: Intel Core i5 10300H 2.50 GHz Turbo Boost 4.50 GHz, 4 Ncleos","Memoria Ram: 8 GB SO-DIMM DDR4-2933,Lector de Memoria: SD Card",Almacenamiento: 1TB + 128GB PCle NVMe SSD,,,,,,Peso: 2.46 Kg Aprox.,,,Batera: Iones de Litio de 4 Celdas y 60 Wh
"Laptop Lenovo Ideapad 5 15.6""- Ryzen 7 - 16 GB - 256 GB SSD - Graphite Grey","S/ 2999.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-5-156-ryzen-7-16-gb-256-gb-ssd-graphite-grey-jt4zcp,Procesador,Memoria,Almacenamiento,,,,,,,,,
Notebook Dynabook Toshiba Tecra A40-G 14' 256Gb 128Gb W10,"S/ 1399.00
          ",https://www.linio.com.pe/p/notebook-dynabook-toshiba-tecra-a40-g-14-256gb-128gb-w10-yoza05,Procesador: Intel Celeron,Memoria RAM: 265MB,,Sistema operativo: Windows 10 Pro,Marca: Toshiba,,Resolucin de la pantalla: Full HD (1920x1080),,Peso: 1397.064 gr,,,
"Laptop HP 14"" Athlon 256GB SSD 4GB RAM 14-DK1015LA","S/ 1779.00
          ",https://www.linio.com.pe/p/laptop-hp-14-athlon-256gb-ssd-4gb-ram-14-dk1015la-vbu7l5,"Procesador AMD Athlon Silver 3050U (velocidad base de 2,3 GHz, velocidad de rfaga mxima de hasta 3,2 GHz, 1 MB de cach L2 y 2 ncleos),Familia de procesador: Procesador AMD Athlon",Memoria 4 GB de SDRAM DDR4-2400 (1 x 4 GB),Almacenamiento de datos Unidad de estado slido M.2 de 256 GB Dropbox,Sistema operativo Windows 10 Home 64,,,,,,,Color de producto Gris pizarra Malla tejida,
"HP 15.6"" FHD, Ryzen 5-5500U, 8GB RAM, 256GB SSD, SPRUCE BLUE, Windows 11","S/ 2199.00
          ",https://www.linio.com.pe/p/hp-156-fhd-ryzen-5-5500u-8gb-ram-256gb-ssd-spruce-blue-windows-11-ym1mqo,,,,,,,,,,,,
Laptop Hp 15-Dw1066La Intel Core I5 10210U 8Gb 512Gb Ssd 15.6',"S/ 3099.00
          ",https://www.linio.com.pe/p/laptop-hp-15-dw1066la-intel-core-i5-10210u-8gb-512gb-ssd-156--ophopg,Procesador: Intel Core i10210U,Memoria RAM: 8GB DDR4,,Sistema operativo: Windows 10,Marca: HP,,Resolucin de la pantalla: 1366 x 768,,"Peso: 1,74 kg",,,
"Laptop Lenovo IdeaPad D330 Convertible 2 en 1, Intel Celeron N4020 1.1GHz, RAM 8 GB, Disco Slido 128GB, LED 10.1"" HD (1280X800), Tctil, Windows 10 Pro","S/ 899.00
          ",https://www.linio.com.pe/p/laptop-lenovo-ideapad-d330-convertible-2-en-1-intel-celeron-n4020-11ghz-ram-8-gb-disco-so-lido-128gb-led-101-hd-1280x800-ta-ctil-windows-10-pro-n170b1,,,,,,,,,,,,
Laptop Gamer Lenovo Legion 5 Pro - Ryzen 7 - 16 GB - 512 GB SSD - RTX 3070 8GB,"S/ 6999.00
          ",https://www.linio.com.pe/p/laptop-gamer-lenovo-legion-5-pro-ryzen-7-16-gb-512-gb-ssd-rtx-3070-8gb-qgjc6r,Procesador,Memoria,Almacenamiento,,,,,,,,,
